Saraksts,Partija,Vards,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats
8,"Politiskā partija ""Stabilitātei!""",Jevgenijs Trigubko,Male,Rīga,11,1988,"SIA""FactSet Latvia""",Satura analītiķis
8,"Politiskā partija ""Stabilitātei!""",Nataļja Urtāne,Female,Vidzeme,7,1972,"UAB ""ZM FOOD""",Baltijas Valsts vadītāja
8,"Politiskā partija ""Stabilitātei!""",Sergejs Vaginovs,Male,Rīga,19,1978,"SIA ""ProElektro""",Noliktāvas darbnieks
8,"Politiskā partija ""Stabilitātei!""",Laura Valgere,Female,Rīga,8,1986,Rīgas Stradiņa Universitāte,Mācību procesa organizatore
8,"Politiskā partija ""Stabilitātei!""",Vitālijs Vasjanovs,Male,Vidzeme,8,1970,"Pārdaugavas bērnu un jauniešu centrs ""Altona""",Skolotājs
8,"Politiskā partija ""Stabilitātei!""",Ilgvars Veide,Male,Zemgale,3,1957,SIA Baltijas Legions,"Drošības speciālisti, objekta vaditajs"
8,"Politiskā partija ""Stabilitātei!""",Gerda Veigure-Kuka,Female,Rīga,10,1966,SIA KITEKS,Galvenā grāmatvede
8,"Politiskā partija ""Stabilitātei!""",Ruslans Vereščagins,Male,Rīga,9,1979,Biedrība Pareiza lieta,Valdes loceklis
8,"Politiskā partija ""Stabilitātei!""",Ēriks Žeļeznovs,Male,Vidzeme,12,1952,SIA Baltijas Legions,"Drošības speciālists, objekta vadītājs"
9,"Politiskā partija ""Tautas varas spēks""",Arvis Abromovičs,Male,Rīga,3,1981,Politiskā partija Tautas Varas Spēks,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Alise Marija Aizpure,Female,Vidzeme,16,1993,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Rihards Amirovs,Male,Vidzeme,19,1983,Laflora SIA,palīgstrādnieks
9,"Politiskā partija ""Tautas varas spēks""",Astra Andersone,Female,Kurzeme,2,1953,Pensionāre,
9,"Politiskā partija ""Tautas varas spēks""",Aleksejs Apanasovs,Male,Rīga,36,1988,55CUSTOMS SIA,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Aigars Barkāns,Male,Rīga,19,1982,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Oskars Bārtulis,Male,Vidzeme,11,1982,Energolukss SIA,ražošanas iecirkņa vadītājs
9,"Politiskā partija ""Tautas varas spēks""",Laimonis Beginskis,Male,Zemgale,6,1948,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Aigars Biezais,Male,Zemgale,3,1967,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Ādolfs Bleive,Male,Vidzeme,9,1982,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Raitis Cinks,Male,Rīga,11,1954,BALTARS SIA,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Oļgerts Cjunskis,Male,Latgale,4,1991,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Mārtiņš Dančauskis,Male,Rīga,14,1982,INTTRANS SIA,tirdzniecības vadītājs
9,"Politiskā partija ""Tautas varas spēks""",Didzis Doveika,Male,Vidzeme,5,1980,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Raitis Dzerkalis,Male,Latgale,15,1989,Raitos Group LTD,autoelektriķis
9,"Politiskā partija ""Tautas varas spēks""",Svetlana Džafarova,Female,Vidzeme,21,1958,Latvijas pasts VAS,pastniece
9,"Politiskā partija ""Tautas varas spēks""",Oļegs Džafarovs,Male,Vidzeme,8,1954,Pensionārs,
9,"Politiskā partija ""Tautas varas spēks""",Aigars Egle,Male,Zemgale,1,1981,Biedrība Tautas Kustība par cilvēka tiesībām,priekšsēdētājs
9,"Politiskā partija ""Tautas varas spēks""",Roberts Egle,Male,Zemgale,8,1952,Biedrība Tautas kustība par cilvēka tiesībām,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Silvija Emenike,Female,Vidzeme,23,1970,Aviomed SIA,medmāsa
9,"Politiskā partija ""Tautas varas spēks""",Arturs Evels,Male,Rīga,15,1994,EVELAN SIA,automehāniķis
9,"Politiskā partija ""Tautas varas spēks""",Kaspars Feldmanis,Male,Kurzeme,5,1983,DBB SIA,fasādes meistars
9,"Politiskā partija ""Tautas varas spēks""",Inese Freimantāle,Female,Vidzeme,2,1981,Biedrība Pārsteiguma tēli,valdes locekle
9,"Politiskā partija ""Tautas varas spēks""",Uldis Freimantāls,Male,Rīga,2,1981,Rīgas domes Pilsētas attīstības departamenta Arhitektūras un pilsētvides dizaina pārvalde Zemes pārvaldības nodaļa,vadītājs
9,"Politiskā partija ""Tautas varas spēks""",Toms Gailišs,Male,Kurzeme,11,1990,EUROSTANDARD NORDIC SIA,tirgvedības speciālists
9,"Politiskā partija ""Tautas varas spēks""",Laura Gailīte,Female,Latgale,6,1968,IK Pizza express,saimnieciskās darbības veicējs
9,"Politiskā partija ""Tautas varas spēks""",Konstantīns Geidāns,Male,Zemgale,13,1989,Valsts ugunsdzēsības un glābšanas dienests,"ugunsdzēsējs-glābējs, autovadītājs"
9,"Politiskā partija ""Tautas varas spēks""",Andris Golovatajs,Male,Rīga,8,1973,"ASISTA, Islandē",inženieru komunikācijas tehniķis
9,"Politiskā partija ""Tautas varas spēks""",Rainelda Greize,Female,Kurzeme,15,1972,AutoSalona dizains SIA,valdes locekle
9,"Politiskā partija ""Tautas varas spēks""",Inese Grīnberga,Female,Zemgale,12,1967,Pašnodarbinātā persona,preču sagādnieks
9,"Politiskā partija ""Tautas varas spēks""",Jānis Grīvstāns,Male,Zemgale,10,1980,Biedrība Nākotne 9,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Dainis Grosbahs,Male,Kurzeme,7,1970,pašnodarbinātais,elektriķis
9,"Politiskā partija ""Tautas varas spēks""",Aleksandrs Hmeļņickis,Male,Rīga,6,1981,pašnodarbinātā persona,
9,"Politiskā partija ""Tautas varas spēks""",Nikolajs Hrustaļovs,Male,Rīga,27,1991,Betono Mozaika SIA,kvalitātes kontrolieris
9,"Politiskā partija ""Tautas varas spēks""",Aleksandra Ivanova,Female,Rīga,18,2000,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Andrejs Ivanovs,Male,Rīga,4,1974,JANIO SIA,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Andrejs Ivanovs,Male,Rīga,16,1983,IK Monatge Service,santehniķis
9,"Politiskā partija ""Tautas varas spēks""",Gunārs Janušēvičus,Male,Zemgale,5,1962,Maestri SIA,apsardzes dežurants
9,"Politiskā partija ""Tautas varas spēks""",Jekaterina Jaščeltova,Female,Zemgale,9,1997,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Marija Jaščeltova,Female,Vidzeme,10,1994,"ANVOL, SIA",veikala vadītāja
9,"Politiskā partija ""Tautas varas spēks""",Nataļja Jaščeltova,Female,Vidzeme,13,1975,Lady Chic SIA,friziere
9,"Politiskā partija ""Tautas varas spēks""",Valentīns Jeremejevs,Male,Rīga,1,1976,Neatkarīgā Skolotāju arodbiedrība,valdes priekšsēdētājs
9,"Politiskā partija ""Tautas varas spēks""",Olga Jurčenko,Female,Rīga,39,1980,Rīgas Baltmuižas pamatskola,psihologs
9,"Politiskā partija ""Tautas varas spēks""",Juris Kaļinka-Aksenovs,Male,Rīga,13,1977,SIA Kokmateriālu tirdzniecības grupa,strādnieks
9,"Politiskā partija ""Tautas varas spēks""",Ingars Karkovskis,Male,Latgale,11,1963,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Lidija Kaša,Female,Vidzeme,26,1963,Nacionālais botāniskais dārzs,dārzkopības speciālists
9,"Politiskā partija ""Tautas varas spēks""",Pēteris Kaušelis,Male,Rīga,12,1975,KGS Grupa SIA,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Aleksandrs Kočerovs,Male,Rīga,7,1968,"LIENA, SIA","vadītājs, mehāniķis"
9,"Politiskā partija ""Tautas varas spēks""",Aleksandra Kolidzeja-Analte,Female,Vidzeme,4,1989,PIKVC NMV struktūrvienība Rīgas Baleta skola,pedagogs
9,"Politiskā partija ""Tautas varas spēks""",Jūlija Koļesņikova,Female,Latgale,8,1967,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Vladimirs Koteļeņecs,Male,Rīga,37,1985,Latvijas Lauksaimniecības Universitāte,pētnieks
9,"Politiskā partija ""Tautas varas spēks""",Jurijs Kovaļenko,Male,Rīga,10,1978,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Tatjana Kovaļenko,Female,Rīga,25,1976,VcDonalds AS,pavārs
9,"Politiskā partija ""Tautas varas spēks""",Antons Kravalis,Male,Zemgale,14,1990,Valsts Ugunsdrošības un glābšanas dienests,"ugunsdzēsējs, glābējs"
9,"Politiskā partija ""Tautas varas spēks""",Ēriks Kuciņš,Male,Zemgale,7,1972,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Inna Kudrjašova,Female,Vidzeme,18,1978,Pensionāre,
9,"Politiskā partija ""Tautas varas spēks""",Austris Kukulis,Male,Kurzeme,12,1990,CBRE,nekustamo īpašumu konsultants
9,"Politiskā partija ""Tautas varas spēks""",Jānis Kuzins,Male,Latgale,9,1983,Honest Enterprise SIA,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Dmitrijs Kuzņecovs,Male,Rīga,32,1972,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Līga Lamberte,Female,Rīga,38,1969,pašnodarbinātā persona,
9,"Politiskā partija ""Tautas varas spēks""",Jānis Lamberts,Male,Zemgale,16,1970,Zaļā pirts SIA,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Artūrs Leitāns,Male,Latgale,10,1989,MURMANSKA,celtnieks
9,"Politiskā partija ""Tautas varas spēks""",Solvita Ļevdanska,Female,Vidzeme,12,1988,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Pēteris Magone,Male,Rīga,24,1977,Doma būve SIA,sētnieks
9,"Politiskā partija ""Tautas varas spēks""",Igors Meidens,Male,Rīga,21,1978,Pašnodarbinātais,žurnālists
9,"Politiskā partija ""Tautas varas spēks""",Jānis Mežciems,Male,Kurzeme,6,1969,ACDC SIA,elektriķis
9,"Politiskā partija ""Tautas varas spēks""",Guntis Mičuls,Male,Latgale,3,1990,Murmaster Halvorsen,meistars
9,"Politiskā partija ""Tautas varas spēks""",Aleksandrs Miņins,Male,Vidzeme,27,1966,Rīgas Pārdaugavas pamatskola,direktora vietnieks administratīvi saimnieciskajā darbā
9,"Politiskā partija ""Tautas varas spēks""",Stevens Muižnieks,Male,Kurzeme,13,1986,Lafivents serviss SIA,servisa speciālists
9,"Politiskā partija ""Tautas varas spēks""",Jānis Nagla,Male,Rīga,9,1971,BAIRONS SIA,automehāniķis
9,"Politiskā partija ""Tautas varas spēks""",Inga Ornicāne,Female,Vidzeme,6,1959,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Aleksis Osipovs,Male,Rīga,17,1979,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Valērijs Oščenkovs,Male,Latgale,12,1986,Bioera LTD UK,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Jānis Ozoliņš,Male,Latgale,14,1965,Izdienas pensionārs,pensionārs
9,"Politiskā partija ""Tautas varas spēks""",Jeļena Petrova,Female,Rīga,23,1975,Pedagoģiskais centrs Eksperiments,"Ētikas, sociālo zinību un vēstures skolotāja, personāla atbalsta speciāliste"
9,"Politiskā partija ""Tautas varas spēks""",Aivars Postejevs,Male,Vidzeme,28,1993,OptoElektronika LV SIA,spiedliešanas operators
9,"Politiskā partija ""Tautas varas spēks""",Anita Purgale,Female,Kurzeme,9,1953,Latvijas Etnogrāfiskais brīvdabas muzejs,tehniskais darbinieks
9,"Politiskā partija ""Tautas varas spēks""",Jurijs Ragozins,Male,Latgale,1,1970,Daugavpils invalīdu sporta biedrība “ ISK Daugavpils”,valdes priekšsēdētājs
9,"Politiskā partija ""Tautas varas spēks""",Iveta Ratņikova,Female,Rīga,20,1982,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Aivis Reinbergs,Male,Zemgale,2,1979,"Pakāpiens, SIA",direktors
9,"Politiskā partija ""Tautas varas spēks""",Eduards Rēdlihs,Male,Kurzeme,4,1975,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Marija Romanova,Female,Rīga,31,1960,Latvijas Gāze AS,operatore
9,"Politiskā partija ""Tautas varas spēks""",Olga Rozumane,Female,Vidzeme,20,1986,La flora SIA,strādnieks
9,"Politiskā partija ""Tautas varas spēks""",Vija Rumpāne,Female,Rīga,5,1958,P.Jurjāna mūzikas skola,pedagogs
9,"Politiskā partija ""Tautas varas spēks""",Sandra Samcova,Female,Zemgale,15,1971,Samlits SIA,darba vadītājs
9,"Politiskā partija ""Tautas varas spēks""",Viktorija Sazonova,Female,Rīga,30,1986,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Emīlija Seklīte,Female,Kurzeme,3,1956,Pensionāre,
9,"Politiskā partija ""Tautas varas spēks""",Artis Silavnieks,Male,Vidzeme,14,1988,Rīgas sociālās aprūpes centrs Mežciems,vecākais aprūpētājs
9,"Politiskā partija ""Tautas varas spēks""",Rihards Skaters,Male,Vidzeme,22,1975,Seltronik SIA,celtnieks
9,"Politiskā partija ""Tautas varas spēks""",Viktorija Solopčuka,Female,Rīga,34,1988,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Jānis Sondars,Male,Vidzeme,1,1983,Pašnodarbinātais,pašnodarbinātais
9,"Politiskā partija ""Tautas varas spēks""",Edgars Spridzāns,Male,Kurzeme,10,1989,BM-Finance,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Jana Spriņģe,Female,Rīga,26,1988,VIZII SIA,apkopēja
9,"Politiskā partija ""Tautas varas spēks""",Jānis Straumītis,Male,Vidzeme,3,1973,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Nadežda Suvorova,Female,Rīga,28,1991,Bezdarbniece,
9,"Politiskā partija ""Tautas varas spēks""",Jevgeņijs Ševčenko,Male,Latgale,2,1991,pašnodarbinātā persona,loģistika
9,"Politiskā partija ""Tautas varas spēks""",Vladimirs Šilovs,Male,Latgale,13,1975,TEHHE SIA,sētnieks
9,"Politiskā partija ""Tautas varas spēks""",Aija Šmite,Female,Kurzeme,8,1977,PINDSTRUP LATVIA,teritorijas uzraugs
9,"Politiskā partija ""Tautas varas spēks""",Anita Štamere,Female,Zemgale,4,1974,"Scenar Baltic, SIA",scenar speciālists
9,"Politiskā partija ""Tautas varas spēks""",Igors Tihomirovs,Male,Rīga,35,1976,Eurologi SIA,valdes priekšsēdētājs
9,"Politiskā partija ""Tautas varas spēks""",Jānis Treimanis,Male,Vidzeme,17,1986,SAPUTO DAIRY UK,tehniskais personāls
9,"Politiskā partija ""Tautas varas spēks""",Edmunds Tulinskis,Male,Rīga,22,1971,Rīgas Tilti SIA,mākslīgo būvju būvstrādnieks
9,"Politiskā partija ""Tautas varas spēks""",Liene Upeniece,Female,Vidzeme,25,1992,Jēkabpils novada pašvaldība,Pamatskolas direktore
9,"Politiskā partija ""Tautas varas spēks""",Jānis Upmalis,Male,Vidzeme,24,1963,Rīgas kolekcionāru biedrība,priekšsēdētājs
9,"Politiskā partija ""Tautas varas spēks""",Vladislavs Valentins,Male,Kurzeme,1,1963,"Valentinas Korp, Valentina Dobeles rajona individuālais uzņēmums",valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Ritvars Varkalis,Male,Vidzeme,7,1970,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Jānis Vērtulis,Male,Latgale,5,1954,Pensionārs,
9,"Politiskā partija ""Tautas varas spēks""",Mārīte Vingre,Female,Latgale,16,1964,Biedrība Latgaleite,valdes locekle
9,"Politiskā partija ""Tautas varas spēks""",Jānis Vītols,Male,Vidzeme,15,1958,Draugu autoskola SIA,valdes loceklis
9,"Politiskā partija ""Tautas varas spēks""",Iveta Vjatere,Female,Zemgale,11,1967,pašnodarbinātā persona,spa speciālists
9,"Politiskā partija ""Tautas varas spēks""",Lauris Zelmenis,Male,Rīga,33,1974,Bezdarbnieks,
9,"Politiskā partija ""Tautas varas spēks""",Aleksejs Žigalkins,Male,Rīga,29,1981,pašnodarbinātā persona,vadītāju instruktors
9,"Politiskā partija ""Tautas varas spēks""",Svītrots *,Male,Latgale,7,,,
9,"Politiskā partija ""Tautas varas spēks""",Svītrots *,Male,Kurzeme,14,,,
10,"Partija ""Vienoti Latvijai""",Inese Akulāne,Female,Zemgale,3,1973,"SIA ""OMSA""",menedžeris
10,"Partija ""Vienoti Latvijai""",Edgars Auziņš,Male,Kurzeme,3,1981,Bezdarbnieks,
10,"Partija ""Vienoti Latvijai""",Kristaps Barons,Male,Rīga,8,2001,Students,
10,"Partija ""Vienoti Latvijai""",Mārtiņš Bartušs-Bartuzāns,Male,Vidzeme,7,1975,Bezdarbnieks,
10,"Partija ""Vienoti Latvijai""",Kristīne Belverte,Female,Rīga,2,1983,"VAS ""Latvijas Loto""",iekšējais auditors
10,"Partija ""Vienoti Latvijai""",Anita Birze,Female,Vidzeme,3,1974,Bezdarbniece,
10,"Partija ""Vienoti Latvijai""",Sauļus Debesis,Male,Vidzeme,5,1968,SIA SafePro,valdes loceklis
10,"Partija ""Vienoti Latvijai""",Gatis Drēviņš,Male,Rīga,9,1977,SIA Lifepower Riga,valdes loceklis
10,"Partija ""Vienoti Latvijai""",Sandra Dzene,Female,Latgale,1,1967,Bezdarbniece,
10,"Partija ""Vienoti Latvijai""",Madara Gobziņa,Female,Kurzeme,1,1981,Bezdarbniece,
10,"Partija ""Vienoti Latvijai""",Artūrs Ikvilds,Male,Zemgale,4,1987,"SIA ""Sanitex""",tirdzniecības veicinātājs
10,"Partija ""Vienoti Latvijai""",Gunita Kalna,Female,Vidzeme,4,1977,Bezdarbniece,
10,"Partija ""Vienoti Latvijai""",Iveta Kleinberga-Rupaine,Female,Kurzeme,2,1982,pašnodarbinātā,friziere
10,"Partija ""Vienoti Latvijai""",Artūrs Knope,Male,Rīga,6,1990,pašnodarbināts,pašnodarbināts
10,"Partija ""Vienoti Latvijai""",Santa Ķempele,Female,Zemgale,1,1973,"PII ""Piejūra""",skolotāja
10,"Partija ""Vienoti Latvijai""",Sanita Lablaika,Female,Rīga,3,1985,Bezdarbniece,
10,"Partija ""Vienoti Latvijai""",Iveta Lauciņa,Female,Vidzeme,1,1973,SIA IZVĒLES IESPĒJA,valdes priekšsēdētāja
10,"Partija ""Vienoti Latvijai""",Valdis Līcis,Male,Rīga,10,1988,"""Septītā Dimensija""",līdzdibinātājs
10,"Partija ""Vienoti Latvijai""",Anita Mitriķe,Female,Rīga,1,1990,SIA Rīgas Darbnīca,Valdes locekle
10,"Partija ""Vienoti Latvijai""",Normunds Mucenieks,Male,Rīga,5,1981,"SIA ""Trufit""",valdes loceklis
10,"Partija ""Vienoti Latvijai""",Mārtiņš Osis,Male,Latgale,3,1983,"SIA ""369""",tehniskais direktors
10,"Partija ""Vienoti Latvijai""",Agnese Smirnova,Female,Zemgale,2,1987,Biedrība Give and Get,valdes priekšsēdētāja
10,"Partija ""Vienoti Latvijai""",Kristīne Strazdiņa,Female,Vidzeme,2,1976,Bezdarbniece,
10,"Partija ""Vienoti Latvijai""",Kaspars Strazdiņš,Male,Vidzeme,6,1982,SIA CUEN,vadītājs
10,"Partija ""Vienoti Latvijai""",Rihards Treijs,Male,Rīga,7,1988,Gemoss SIA,projektu vadītājs
10,"Partija ""Vienoti Latvijai""",Sanita Vanaga,Female,Latgale,2,1982,"SIA ""TGME""",personāldaļas vadītāja
10,"Partija ""Vienoti Latvijai""",Dainis Vītols,Male,Rīga,4,1963,Partija Vienoti Latvijai,Valdes priekšsēdētājs
10,"Partija ""Vienoti Latvijai""",Mārtiņš Zeidaks,Male,Kurzeme,4,1991,"SIA ""M-Facade""",valdes priekšsēdētājs
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ineta Amoliņa,Female,Vidzeme,28,1962,Valmieras Valsts ģimnāzija,"Vēstures skolotāja, skolas muzeja vadītāja"
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīna Ansone,Female,Kurzeme,4,1987,"SIA ""Asfora""",Valdes priekšsēdētāja
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Harijs Arnicāns,Male,Zemgale,14,1964,"SIA ""GLOMARSS""",Valdes priekšsēdētājs
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Arnis,Male,Rīga,14,1984,Pašnodarbināta persona,
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Augulis,Male,Vidzeme,27,1957,"SIA ""AJ projekti""",Valdes loceklis
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Raitis Ābelnieks,Male,Zemgale,4,1963,Bauskas muzejs,Vecākais speciālists vēstures nodaļā
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Āboliņš,Male,Kurzeme,7,1984,"SIA ""Miels""",Komercdirektors
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Oskars Babris,Male,Latgale,8,1977,"SIA ""Best Partnership""",Valdes loceklis
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dace Balode,Female,Rīga,22,1956,Latvijas Republikas Saeima,Saeimas priekšsēdētājas padomniece
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Olga Berga,Female,Rīga,15,1964,Ukrainas centrs jauniešiem un bērniem Latvijā,Valdes priekšsēdētāja
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Intars Berkulis,Male,Vidzeme,19,1976,"SIA ""ABIO""",Valdes priekšsēdētājs
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,Female,Kurzeme,13,1996,Latvijas Republikas Tieslietu ministrija,Tiesu sistēmas politikas departamenta juriste
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Mareks Bērziņš,Male,Vidzeme,18,1975,"ZS ""Lojas""",Īpašnieks
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Agnis Birkavs,Male,Vidzeme,14,1980,Valsts meža dienests Ziemeļvidzemes virsmežniecība Valkas mežniecība,Mežzinis
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aivars Broks,Male,Latgale,3,1955,Staņislava Broka Daugavpils Mūzikas vidusskola,Direktors
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Broks,Male,Vidzeme,12,1960,"Pašnodarbinātais, konsultācijas vides, drošības, ekonomikas un finanšu jautājumos",
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,Male,Kurzeme,2,1992,Latvijas Republikas Ekonomikas ministrija,Ministra biroja vadītājs
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Oskars Cīrulis,Male,Zemgale,5,1981,"SIA ""Mežacīruļi""",Vadītāja vietnieks
